,Date,SANTANDER,UNICREDIT,CEZ,PKNORLEN,PKOBP,DINOPL,PZU,ALLEGRO,SANPL,KGHM,MOL,PEKAO,PEPCO,INGBSK,LPP,PGE,KRKA,MBANK,CDPROJEKT,CYFRPLSAT,HANDLOWY,ORANGEPL,BNPPL,IIAAV,BUDIMEX,JSW,KRUK,MILLENNIUM,INTERCARS,ASSECOPOL,PEP,ALIOR,KETY,GRPAAZOTY,AMREST,XTB,TAURONPE,GTC,ENEA,LIVECHAT,WIRTUALNA,GRUPRACUJ,NEUCA,STSHLDING,PLAYWAY,DOMDEV,ASSECOSEE,CIECH,BENEFIT,PCCROKITA
0,2015-01-02,inf,inf,inf,inf,inf,,inf,,,inf,inf,inf,,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,,inf,,inf,inf,inf,inf,,,inf,,,inf,inf,inf,inf,inf
0,2015-01-05,0.07532769205243071,0.15295095594347463,0.03961565301411775,0.008835919038323222,0.005595970900951395,,0.010362694300518135,,,0.0013758312313688738,0.07727272727272713,0.015690669655365554,,0.026225974492545396,0.02452316076294278,0.011512297226582882,inf,0.02186340387122651,0.01791044776119386,0.0059752454118651545,0.010760233918128708,0.01083684527393135,0.07994703302160057,inf,0.012802275960170778,0.011346670647954691,0.007796376977757473,0.06853582554517143,0.05847161079128565,0.031051655111805555,0.07168581718401645,0.021921006550359917,0.016934203563238704,,0.04848787803049246,,0.009930486593843062,0.012999071494893275,0.018808777429467127,0.0466461760983547,,,0.01803447095080465,,,0.12448930545541936,0.14749262536873156,0.011834319526627219,0.06557377049180328,0.027722772277227647
0,2015-01-07,inf,0.07702293379489404,0.032534622994064566,0.01642240931296121,0.007952286282306195,,0.01553642662187692,,,0.010275572162540816,0.045867018643788074,0.006880733944954063,,0.0007404664938911093,0.07705903145987981,0.011530398322851281,inf,0.01986311943601086,0.005400540054005393,0.011093854004881295,0.002376990729736154,0.012150668286755728,0.07994703302160057,inf,0.025134649910233394,0.008269344359125845,0.010105649977032692,0.03316326530612242,0.0904339922744831,0.021629129873995366,0.07168581718401645,-0.019139396372883716,0.0062040237525480815,,0.023791445203745973,,0.012000000000000099,0.011235955056179869,0.024382619568615226,0.03392277156261282,,,0.00045829514207146804,,,0.044728434504792344,0.0381069452980945,0.01563645247984365,0.018336818401158077,0.007863695937090359
0,2015-01-08,0.05128205128205128,0.02480477721635274,0.0381351261986112,0.014725163893091212,0.008493771234428005,,0.01064874644611006,,,0.007181328545780944,0.056782334384858045,0.013161659513590909,,0.02250507286478518,0.022315202231520222,0.009872694206287416,0.3076923076923077,0.023338406900050734,0.014947683109118086,0.032502708559046585,0.009433962264150943,0.013341419041843687,0.07994703302160057,inf,0.02867383512544803,0.029556650246305487,0.0091324200913242,0.021236727045596496,0.04580862690384837,0.03296385542168662,0.07168581718401645,0.022034996759559337,0.008696423817552536,,0.04848787803049246,,0.011741682974559612,0.033658104517272,0.014888337468982535,0.031609195402298944,,,0.022573363431151242,,,0.04423748544819554,0.12616822429906543,0.001911132345914914,0.02247191011235955,0.013974950560316444
0,2015-01-09,0.08292682926829265,0.06741573033707865,0.043352601156069266,0.022648941408173282,0.004382360996987227,,0.011265567670921376,,,0.0021953896816684962,0.0438871473354232,0.012366498032602521,,0.032479249368459036,0.02702702702702703,0.010443864229764977,0.3076923076923077,0.013150739111089093,0.008947211452430574,0.01674179008370882,0.02328830926874709,0.010942249240121564,0.07947019867549664,inf,0.012716354645001645,0.01886792452830182,0.016821602478973047,0.014687882496940146,0.018121344190847523,0.02591062711227943,0.07168581718401645,0.012021512179690007,0.014997794441993825,,0.07305034550839097,,0.005899705014749137,0.04270462633451961,0.02704363859864768,0.02513203423784379,,,0.012744451768842037,,,0.01617250673854461,0.06060606060606059,0.028035270178611845,0.107457898957498,0.010128554733151553
0,2015-01-12,inf,0.0796252927400468,0.018204862311326172,0.011567493383001596,0.004422332780541642,,0.012112428179512327,,,0.0036084799278303247,0.033686837180287,0.012422360248447142,,0.022780690652684912,0.01495581237253569,0.009950248756218973,0.3076923076923077,0.013150739111089093,0.00593471810089008,0.01791808873720129,0.007380073800737981,0.006176652254477942,0.07947019867549664,inf,0.004547839776106389,0.0071718862060721296,0.043222003929273105,0.026862026862026937,0.025142857142857144,0.018656364835579045,0.03888419273034653,0.017145738779626822,0.0064068339562200075,,0.006692160611854712,,0.011928429423459168,0.01088929219600719,0.012048192771084293,0.03266654432005875,,,0.008771929824561403,,,0.020433934106302388,0.05314009661835742,0.030261969286359606,0.10563493337614377,0.009350649350649335
0,2015-01-13,0.036421853111867124,0.07186187587494164,0.021826536473291278,0.025366237341460998,0.010834838171968345,,0.015565009857839577,,,0.0068665598535133906,0.05645797192871779,0.005156115726152997,,0.021143164307471696,0.02386378871162354,0.008346374543557649,0.3076923076923077,0.023702818444378004,0.0041383387525864785,0.00943800943800954,0.01963534361851327,0.012515644555694462,0.07947019867549664,inf,0.0030690537084398202,0.013979272113762311,0.006000857265323642,0.020744356314826105,0.03189066059225513,0.010016063498062952,0.020066889632106955,0.014886490509862158,0.013926084627744964,,0.07257467292026668,,0.015686274509803935,0.01994560290117866,0.018315018315018354,0.033180374161666124,,,0.00745123822046894,,,0.029482344874871426,0.04449789536981349,0.012492901760363365,0.04075185594692774,0.020887728459530137
0,2015-01-14,0.037617554858934206,0.10892448512585808,0.025114155251141586,0.01649684619116936,0.0062389800623897165,,0.008747105737072292,,,0.0013828070984096934,0.05743136636162824,0.010365597422608175,,0.004291845493562191,0.03244511043064695,0.005012531328320874,0.3076923076923077,0.006250930197946078,0.002376708259061361,0.011125374411638921,0.012637491223964374,0.0036518563603166326,0.07947019867549664,inf,0.019312214128409246,0.004828585224529281,0.008583690987124463,0.019536019536019553,0.009174311926605505,0.018515089798185523,0.020066889632106955,0.01722017220172209,0.010448567825616924,,0.03588748787584872,,0.009442870632672467,0.042780748663101636,0.008449004224502146,0.028271112722000766,,,0.028712145027769025,,,0.03173153749571968,0.049308478653036704,0.021133093525179964,0.01875,0.02226588081204981
0,2015-01-15,0.06131614918961142,0.09264305177111713,0.047404063205417644,0.01571709233791743,-2.0,,0.01079414032382421,,,0.014282196503324332,0.06453694740238787,0.009265758809490416,,0.0140768814293448,0.02977677573984924,0.02167885051676328,inf,0.01712140175219015,0.013719057560393702,0.013071895424836631,0.017126546146527092,0.01219512195121947,0.04480651731160896,inf,0.02225969645868473,0.00923550538737813,0.008156256707447976,0.019536019536019553,0.03419771260332923,0.021722846441947503,0.020066889632106955,0.023468057366362458,0.010486349665521522,,0.018754508295263313,,-2.0,0.009115770282588847,-2.0,0.027149321266968326,,,0.020618556701030927,,,0.03173153749571968,0.02562538133007942,0.01928530913216112,0.034542861670099755,0.01915256460710998
0,2015-01-16,0.488262910798122,0.08656036446469242,0.046301524562394065,0.027557075329377397,0.009673164297229907,,0.015273477812177456,,,0.012150668286755772,0.1527777777777778,0.02171428571428578,,0.04549657850933978,0.027366812530388276,0.021276595744680757,inf,0.014683028776592822,0.026878436163714194,0.028406569019085687,0.02312138728323705,0.02166064981949455,1.9936406995230525,inf,0.008716057660073826,0.029556650246305487,0.022775200337410397,0.029689608636977022,0.0498614958448754,0.021722846441947503,0.01342281879194626,0.012385877545808579,0.004008746355685007,,0.0196078431372549,,0.011928429423459168,0.03127874885004599,0.019742746036494067,0.025316455696202507,,,0.016676835468781754,,,0.03366851203253875,0.030581039755351678,0.018018018018017955,0.08441558441558442,0.01518722178580776
0,2015-01-19,0.05825242718446602,0.08656036446469242,0.04821991888237946,0.033966033966033884,0.007288187063467807,,0.006152562698785106,,,0.004359409057883293,0.1527777777777778,0.0040638606676341865,,0.022702306847308635,0.028502815675500004,0.014875609130546249,inf,-2.0,-0.0012570710245128581,0.011727559765448875,0.02461984069514842,0.014851485148514974,inf,inf,0.020202020202020204,0.006582040432534113,0.024024024024023996,0.046767537826685114,0.048206665897820265,0.012796386902521635,0.03389830508474576,0.008679004467134559,0.015492438214680887,,0.05405405405405406,,0.0059464816650147394,0.031394275161588166,0.017433122933573953,0.024959305480195253,,,0.007785289899610758,,,0.02816901408450698,0.07416267942583724,0.026003649635036347,0.08441558441558442,0.019519915589554262
0,2015-01-20,0.03266090297790578,0.08654055229397689,0.043370228145470854,0.004763795156808297,0.009022556390977357,,0.007948128006693185,,,0.004340487099107815,0.11929824561403508,0.014022034625840542,,0.02188183807439825,0.039753255654557916,0.0026075619295958656,inf,0.019524236983841984,0.012445550715619232,0.012704174228675189,0.013552758954501507,0.01767676767676775,inf,inf,0.020202020202020204,0.011029411764705812,0.029683802968380323,0.044692737430167634,-0.05929919137466307,0.016781083142639257,0.0335650110188167,0.013629480060575443,0.01753540803545625,,0.18181818181818182,,0.002047082906857684,0.010582010582010545,0.02830769230769236,0.02991608901860636,,,0.01863679195895713,,,0.028355583152230104,0.05921450151057405,0.0394341093906651,0.0020311442112388826,0.01298185190091408
0,2015-01-21,0.02690238278247499,0.08695652173913043,0.01222901612006664,0.009599373102164795,0.004654771140418886,,0.008194138039710006,,,0.004796163069544364,0.11188811188811189,0.01104033970276002,,0.02368373109856076,0.03787873534123448,0.01521910259774333,inf,0.00846262341325811,0.011313639220615946,0.013483146067415602,0.009615384615384616,0.0051282051282051325,0.04560260586319214,inf,0.03146970204218272,0.008074091664687803,0.010398613518197597,0.030726256983240188,0.03182374541003672,0.024173147193853637,0.0335650110188167,0.02531645569620253,0.027597859757814786,,0.03224230581338541,,0.006141248720573234,0.04928131416837787,0.014352574102964146,0.01791713325867863,,,0.012042045106643489,,,0.022281167108753254,0.05921450151057405,0.012974161627267803,0.060859764933182986,0.024623803009575885
