,Date,SANTANDER,UNICREDIT,CEZ,PKNORLEN,PKOBP,DINOPL,PZU,ALLEGRO,SANPL,KGHM,MOL,PEKAO,PEPCO,INGBSK,LPP,PGE,KRKA,MBANK,CDPROJEKT,CYFRPLSAT,HANDLOWY,ORANGEPL,BNPPL,IIAAV,BUDIMEX,JSW,KRUK,MILLENNIUM,INTERCARS,ASSECOPOL,PEP,ALIOR,KETY,GRPAAZOTY,AMREST,XTB,TAURONPE,GTC,ENEA,LIVECHAT,WIRTUALNA,GRUPRACUJ,NEUCA,STSHLDING,PLAYWAY,DOMDEV,ASSECOSEE,CIECH,BENEFIT,PCCROKITA
0,2014-01-02,,inf,inf,inf,inf,,inf,,,inf,inf,inf,,inf,inf,inf,inf,inf,inf,inf,inf,,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,,inf,,inf,inf,inf,,,,inf,,,inf,inf,inf,inf,
0,2014-01-03,,inf,0.014098690835851014,0.016544331818711424,0.01245076864439085,,0.01056105610561046,,,0.0016863406408094675,0.04318689501116911,0.008344923504867872,,0.015652173913043577,0.027784001792516246,0.012414649286157622,inf,0.023791445203745886,0.003446295232625059,0.01769911504424768,0.005602240896358623,,0.1265879456041189,inf,0.032432432432432434,0.004471771939631115,0.031941031941032046,0.02203856749311297,0.051032183613283696,0.017275470912685987,0.3385254413291796,0.0111179740580606,0.006920415224913495,,0.05002506824132355,,0.01360544217687086,0.016194331983805682,0.017452006980802792,,,,0.011846874723720152,,,0.037358905204275386,0.06540084388185645,0.009419152276295155,0.024242424242424242,
0,2014-01-07,,0.04262722923010006,0.02506646410938098,0.016180091452690934,0.0038535645472061297,,0.0033418736771750027,,,0.011834319526627267,0.04648874677161475,0.014001680201624194,,0.0392156862745098,0.02186933347986153,0.011695906432748619,inf,0.018008851808516097,0.00694042799305963,0.011116725618999438,-2.0,,0.12742134139514047,inf,0.014492753623188406,0.0029558470349160117,0.021602489778482895,0.0,0.041182682154171125,0.006269592476488969,0.3572895277207392,0.011173184357541971,0.0011527377521613833,,0.051053394270426905,,0.006857142857142711,0.002702702702702765,0.027624309392265217,,,,0.03015434026228919,,,0.11948473476011767,0.04929208180388032,0.023185643957440064,0.027422585117855423,
0,2014-01-08,,0.10526315789473684,0.029967426710097868,0.010421601136901888,0.011187719526473258,,0.006779661016949152,,,0.006911447084233359,0.017013931697694433,0.017241379310344827,,0.024439013552543878,0.009610492396404545,0.014272417002792455,inf,0.00795145427913792,0.018757327080890993,0.015503875968992284,0.00913705583756351,,0.05116251966668609,0.11024687182955692,0.021687189854806017,0.016367227918352073,0.013615365912958794,0.0250347705146037,0.051702913418136986,0.006673124529114245,0.048075185252123565,0.005050505050505122,0.01652892561983471,,0.05002506824132355,,0.018648018648018665,0.009824561403508812,0.04625087596355993,,,,0.020944332169759283,,,0.0695364238410596,0.03426124197002144,0.015727812550152414,0.043040718377457744,
0,2014-01-09,,0.048780487804878016,0.021142211289143054,0.01447040683192977,0.009601660827818801,,0.005966788629327278,,,0.006902502157031899,0.029524872844560172,0.010680157391793175,,0.030303030303030352,0.032824383827986504,0.015075376884422013,inf,0.02822748028227485,0.023809523809523725,0.01692226335272344,0.013664659142669105,,0.05116251966668609,0.10383440787241259,0.04081632653061224,0.015020439205247631,0.02588996763754043,0.02372644801116538,0.05405405405405406,0.004595688806214985,0.09833668433558757,0.010075566750629686,0.004728132387706856,,0.07323943661971831,,0.01395348837209314,0.015288394718554596,0.027046263345195783,,,,0.058890147225367936,,,0.03281989328500947,0.02240000000000009,0.05280528052805285,0.09493570408001263,
0,2014-01-10,,0.0450522928399035,0.036502602622389094,0.011794439764111252,-2.0,,0.0071403892663825085,,,0.010206345684490843,0.029524872844560172,-2.0,,0.03669724770642202,0.02856310113669484,0.01318681318681324,inf,-2.0,0.006526253337288604,0.021333333333333256,0.022061076498825417,,0.05116251966668609,0.06942590120160208,0.055105348460291706,0.010686720759944571,0.014093529788596982,0.018426647767540737,0.011478546050833531,0.008591254543451934,0.047369372627011345,0.01642451042324696,0.009564801530368245,,0.03406103554691969,,-2.0,0.009950248756218945,0.024233784746970768,,,,0.019646365422396856,,,0.113054909495399,0.02240000000000009,0.02223328355732531,0.09490557054435796,
0,2014-01-13,,0.028397565922920864,0.030403172504957,0.012560729944306225,0.008877284595300166,,0.009818819403857499,,,0.003131290539029376,0.021999752811766103,0.02575107296137339,,0.02144522144522155,0.026947861745752782,0.011370814908401751,inf,0.026269979427124522,0.018018018018018063,0.020728142439542945,0.005104645227156712,0.010266940451745345,0.0736132711249352,0.053639846743294986,0.08212839791787165,0.007926023778071346,0.0203110939709474,0.0418994413407821,0.04356009680021508,0.017260455853064863,0.032786885245901586,0.03571428571428568,0.008006793643091136,,-2.0,,0.00956937799043063,0.03026134800550203,0.02270230684730871,,,,0.028985507246376812,,,0.0869388995845577,0.02240000000000009,0.021505376344086093,0.08557844690966719,
0,2014-01-14,,0.0450522928399035,0.032867494824016456,0.00866206250731587,0.01287001287001287,,0.00890019071837259,,,0.008360836083608261,0.03827989062888386,0.006432666759893754,,0.009959257582616517,0.03393797542422469,0.01607915893630189,inf,0.02619729840360215,0.030150753768844313,0.012454592631032798,0.018536585365853713,0.009980039920159646,0.0736132711249352,0.053639846743294986,0.05970149253731343,0.011086913482478762,0.02718937717356947,0.014895057549086028,0.018065887353878884,0.009943652635067855,0.029556650246305372,0.027568922305764444,0.0014461315979753336,,0.0877522290004693,,0.011507479861910199,0.012121212121212102,0.03094233473980306,,,,0.017982017982017984,,,0.06755373592630495,0.02240000000000009,0.012903225806451568,0.043478260869565216,
0,2014-01-15,,0.036451031444021634,0.018905536621439123,0.012226663531624642,0.0037807183364838965,,0.002439449381425362,,,0.00789127575624731,0.019801980198019802,0.03273277403383297,,0.0354384370740573,0.05645534474780194,0.007871631849833425,inf,0.013190766463475499,0.023668639053254566,0.01265155508697936,0.0318379160636758,0.014028056112224505,0.0736132711249352,0.05092431112661309,0.030303030303030304,0.006904033928395193,0.03773584905660377,0.003976143141152997,0.04083825900053731,0.013245033112582814,0.0273972602739726,0.02101554143333545,0.0024009603841536613,,0.06300127862373593,,0.006872852233677032,0.043360433604336085,0.017377567140600226,,,,0.009775171065493646,,,0.09658231676580299,0.020288307528030035,0.01929260450160765,0.0213325088885453,
0,2014-01-16,,0.037886340977068764,0.02829640157632919,-2.0,0.006886374815543385,,0.003706277507528429,,,0.0035164835164835664,0.019801980198019802,0.005443658138268917,,0.03359858532272323,0.011425779308032905,0.01701093560145815,inf,0.02338147165733368,0.005747126436781487,0.010554089709762494,0.014184397163120567,0.010000000000000142,0.0736132711249352,0.11167512690355333,0.01125703564727955,0.007528230865746561,0.014842300556586308,0.0456989247311829,0.048806650576562055,0.006134969325153399,0.0647321428571428,0.027221978297685526,0.009856841117108633,,0.11009389671361497,,-2.0,0.020066889632106955,0.0030303030303031006,,,,0.007662835249042145,,,0.03703703703703698,0.055584687991609975,0.01929260450160765,0.036760124610591756,
